Record_ID,Date,City_ID,Trend_ID,Season_ID,Eco_ID,Petrol_Price_INR,Diesel_Price_INR,Tax_Percentage,Dealer_Commission,Transportation_Cost,Population_Millions,Vehicle_Density,Demand_Index,Supply_Index,Price_Change_Percent
7856,2024-07-09,284,1,3,556,94.88,82.82,43.41,5.35,3.57,9.79,435.38,140.17,78.02,-0.63
7857,2024-07-10,40,3,4,557,96.04,83.07,27.29,2.9,1.95,16.21,358.35,98.8,98.08,-1.44
7858,2024-07-11,293,3,1,558,86.17,77.41,29.83,3.61,3.73,6.33,710.99,100.1,66.54,3.46
7859,2024-07-12,126,3,2,559,94.81,85.23,34.7,3.74,2.71,24.87,241.43,55.43,56.52,-3.52
7860,2024-07-13,114,3,2,560,111.65,96.96,22.33,4.24,2.16,0.57,550.66,149.74,124.74,3.51
7861,2024-07-14,148,1,2,561,85.77,80.44,43.76,2.2,2.36,11.91,386.7,144.56,79.31,-1.44
7862,2024-07-15,48,3,4,562,97.19,88.84,31.69,4.35,0.72,6.12,442.53,57.2,75.5,-4.39
7863,2024-07-16,51,2,2,563,85.94,76.08,22.88,2.35,3.33,9.18,515.39,105.77,75.92,1.64
7864,2024-07-17,96,2,4,564,96.13,91.11,28.38,5.23,1.52,21.65,283.0,84.78,60.43,4.95
7865,2024-07-18,167,2,4,565,90.18,76.19,29.35,5.85,1.45,9.25,540.62,92.83,53.18,3.89
7866,2024-07-19,73,2,3,566,92.57,84.7,28.63,3.16,3.0,5.74,761.48,115.17,68.61,4.24
7867,2024-07-20,223,2,4,567,111.33,103.75,37.33,4.03,1.8,9.49,311.24,91.97,130.04,-1.38
7868,2024-07-21,181,1,4,568,98.08,84.88,28.64,5.29,2.3,8.34,867.67,99.56,148.09,-2.95
7869,2024-07-22,207,3,1,569,93.21,85.43,28.1,3.26,1.98,12.94,490.79,77.31,101.47,3.66
7870,2024-07-23,204,1,1,570,102.68,91.1,28.05,2.63,2.27,22.55,770.69,58.24,130.55,-4.69
7871,2024-07-24,28,3,2,571,89.26,76.05,39.45,4.96,1.28,17.56,712.02,125.52,75.51,4.48
7872,2024-07-25,254,2,1,572,92.78,79.86,27.71,4.79,3.6,21.33,466.47,87.84,118.4,-1.28
7873,2024-07-26,300,3,3,573,101.39,88.57,20.35,4.28,2.64,7.88,830.31,138.66,139.1,1.99
7874,2024-07-27,28,1,1,574,92.13,86.24,29.14,5.78,1.32,1.22,126.94,144.5,111.71,-1.16
7875,2024-07-28,217,2,3,575,105.37,99.58,26.96,5.82,0.82,9.37,334.7,58.83,120.13,1.22
7876,2024-07-29,300,1,4,576,99.74,91.68,42.73,5.45,2.37,17.82,110.44,118.44,60.03,-1.66
7877,2024-07-30,283,2,1,577,108.16,102.8,31.95,3.17,2.14,7.26,813.61,132.01,85.73,-1.83
7878,2024-07-31,189,1,3,578,113.45,103.44,25.86,2.9,3.76,7.28,221.15,114.7,53.1,-1.41
7879,2024-08-01,126,1,3,579,88.47,79.53,44.54,5.34,1.31,2.78,468.29,82.87,66.62,2.89
7880,2024-08-02,6,1,3,580,95.04,84.47,26.17,4.61,3.59,5.6,649.66,78.45,79.76,-2.95
7881,2024-08-03,32,2,3,581,94.59,86.6,39.08,3.58,3.18,18.46,973.25,96.23,145.33,-0.63
7882,2024-08-04,173,2,4,582,89.54,79.68,36.24,3.64,2.17,12.94,999.83,75.9,54.05,-1.96
7883,2024-08-05,178,3,3,583,109.31,100.96,31.56,5.41,3.56,2.14,882.97,139.57,95.17,-4.17
7884,2024-08-06,182,2,1,584,107.8,100.84,30.15,2.65,3.52,24.93,583.85,54.9,127.14,2.27
7885,2024-08-07,97,3,1,585,99.53,88.04,41.81,5.78,3.0,14.4,219.23,61.27,100.71,3.82
7886,2024-08-08,185,3,2,586,101.13,89.4,31.88,4.53,0.86,4.31,424.99,110.65,108.63,-2.54
7887,2024-08-09,297,3,4,587,86.79,73.49,29.38,5.17,1.06,1.69,878.78,115.83,143.35,-1.25
7888,2024-08-10,69,2,1,588,101.67,87.92,28.86,3.48,2.57,14.16,961.28,123.6,115.12,3.85
7889,2024-08-11,138,2,2,589,108.74,96.7,26.9,4.35,1.36,6.69,691.63,77.56,125.75,3.86
7890,2024-08-12,262,3,4,590,102.21,90.34,30.22,5.0,2.43,6.65,825.32,79.44,53.95,2.16
7891,2024-08-13,76,2,3,591,92.96,87.39,23.0,3.74,2.46,12.63,818.91,91.37,129.56,-0.3
7892,2024-08-14,194,1,1,592,105.03,98.93,21.63,3.95,2.55,11.87,966.46,73.45,92.21,-3.45
7893,2024-08-15,135,1,2,593,95.84,82.72,33.54,4.33,2.49,9.32,827.91,87.72,51.98,0.96
7894,2024-08-16,124,3,3,594,101.35,94.02,31.36,2.25,1.83,20.32,427.03,119.69,134.96,-1.16
7895,2024-08-17,18,1,4,595,99.63,91.07,24.33,5.45,1.24,10.3,529.11,99.86,145.66,-1.81
7896,2024-08-18,85,1,4,596,96.44,89.98,22.67,5.47,2.31,11.49,320.18,146.66,110.33,3.28
7897,2024-08-19,286,3,3,597,106.57,99.61,23.58,3.13,2.23,15.89,240.32,107.96,138.89,-0.84
7898,2024-08-20,85,3,3,598,111.52,98.76,27.88,5.52,1.46,18.01,417.79,82.86,69.46,0.09
7899,2024-08-21,293,2,1,599,85.16,77.54,31.29,4.98,0.68,9.61,705.78,68.18,110.39,-0.84
7900,2024-08-22,20,3,1,600,113.01,103.52,24.83,3.93,1.22,13.25,634.51,71.99,94.94,2.04
7901,2024-08-23,102,3,2,601,100.35,93.83,38.89,3.39,2.43,12.8,776.88,51.61,53.66,-2.85
7902,2024-08-24,284,3,4,602,106.02,94.24,24.83,3.6,2.37,22.04,905.06,94.21,112.74,1.59
7903,2024-08-25,306,3,3,603,110.67,98.39,23.1,4.14,0.97,10.73,145.55,146.0,107.63,0.17
7904,2024-08-26,153,2,1,604,99.01,90.4,44.86,3.65,2.62,11.78,324.43,127.73,54.49,2.63
7905,2024-08-27,231,1,1,605,110.05,97.2,31.19,3.68,1.98,14.61,802.44,80.07,70.78,0.22
7906,2024-08-28,186,3,4,606,90.33,82.93,24.25,2.81,2.79,16.8,930.76,129.88,78.95,-1.34
7907,2024-08-29,283,1,4,607,89.78,77.86,42.36,4.83,3.61,0.52,942.63,143.18,69.48,-3.85
7908,2024-08-30,238,3,4,608,104.72,92.42,25.78,4.44,1.58,16.47,266.37,117.27,115.02,0.15
7909,2024-08-31,192,1,4,609,111.1,96.42,43.14,5.97,1.72,4.23,191.74,101.18,103.16,-1.88
7910,2024-09-01,150,3,2,610,111.77,104.45,22.97,2.56,2.87,24.41,938.35,63.59,86.72,3.99
7911,2024-09-02,250,2,1,611,104.31,98.38,41.05,2.45,3.82,9.27,159.78,57.97,93.26,-2.51
7912,2024-09-03,206,3,2,612,100.76,93.13,24.61,4.06,2.2,12.3,695.88,71.89,146.62,2.98
7913,2024-09-04,190,1,3,613,94.94,88.71,43.46,2.61,1.09,2.17,458.91,116.33,61.19,-0.35
7914,2024-09-05,211,3,2,614,114.4,107.7,34.36,4.44,3.77,21.87,350.74,65.47,68.72,-4.87
7915,2024-09-06,226,1,4,615,94.59,86.25,24.75,2.78,2.14,6.57,346.06,103.32,103.81,-2.32
7916,2024-09-07,22,1,1,616,107.33,98.19,41.12,3.93,2.11,8.01,423.04,93.66,147.77,4.17
7917,2024-09-08,61,2,3,617,100.96,86.92,29.76,4.45,2.39,15.71,426.33,112.85,123.91,-1.91
7918,2024-09-09,32,3,3,618,103.26,96.3,38.32,3.83,1.38,0.69,833.82,55.21,132.04,0.87
7919,2024-09-10,197,1,3,619,96.8,82.09,36.09,3.28,3.25,24.77,578.52,148.02,123.28,0.8
7920,2024-09-11,162,1,2,620,113.94,100.84,37.86,5.13,2.74,12.93,947.37,118.99,57.82,1.6
7921,2024-09-12,125,3,3,621,102.15,88.34,28.59,5.42,3.84,20.95,675.51,122.17,79.35,4.51
7922,2024-09-13,101,3,2,622,113.13,98.84,43.47,3.11,1.21,22.72,467.48,51.62,104.0,2.4
7923,2024-09-14,203,1,1,623,85.23,72.7,34.0,5.25,2.67,0.51,579.24,57.95,56.19,0.61
7924,2024-09-15,62,2,1,624,102.18,89.29,21.94,3.57,2.31,10.99,945.47,118.78,89.87,4.13
7925,2024-09-16,192,2,3,625,106.52,97.14,21.67,3.95,3.63,22.3,850.98,60.96,71.01,2.74
7926,2024-09-17,315,2,2,626,107.35,97.25,38.46,2.93,0.61,17.47,931.95,139.54,115.19,-2.46
7927,2024-09-18,287,2,1,627,112.15,97.82,41.25,4.5,3.16,18.61,736.96,112.15,59.85,-2.64
7928,2024-09-19,116,2,3,628,85.13,76.35,37.38,2.4,2.68,14.01,669.35,57.11,128.65,3.5
7929,2024-09-20,249,2,2,629,85.01,79.59,26.94,4.37,2.63,24.42,321.0,111.36,107.08,-3.77
7930,2024-09-21,52,2,1,630,99.17,86.54,25.65,5.96,3.56,3.03,417.77,130.27,87.3,-3.18
7931,2024-09-22,147,2,3,631,85.88,75.15,34.14,5.01,2.56,21.82,152.17,130.09,64.0,2.01
7932,2024-09-23,224,1,1,632,114.24,101.09,24.92,5.58,3.01,17.1,618.14,90.11,117.16,-3.16
7933,2024-09-24,297,1,3,633,91.66,85.91,29.48,3.86,2.76,13.92,675.6,96.01,133.88,3.58
7934,2024-09-25,163,3,3,634,99.18,87.97,35.72,2.57,0.74,16.89,775.67,123.61,134.81,-3.02
7935,2024-09-26,5,1,2,635,86.83,79.36,27.12,3.15,0.89,19.71,870.44,137.41,62.92,-2.28
7936,2024-09-27,116,2,4,636,100.66,86.63,29.39,2.2,1.68,5.04,365.75,129.36,148.03,0.24
7937,2024-09-28,70,2,1,637,96.4,90.3,29.01,4.01,2.86,5.91,259.41,109.61,82.08,1.06
7938,2024-09-29,98,2,3,638,86.34,72.91,31.51,4.6,0.59,6.5,205.61,122.49,74.1,0.58
7939,2024-09-30,88,1,1,639,95.05,89.17,36.86,3.7,3.2,8.99,588.51,115.23,87.07,-0.32
7940,2024-10-01,298,2,4,640,96.74,91.49,39.56,4.25,1.21,14.37,340.66,107.72,92.65,-4.28
7941,2024-10-02,232,2,3,641,114.7,107.35,36.63,3.28,2.46,22.82,277.17,141.97,108.54,0.88
7942,2024-10-03,96,3,2,642,91.24,82.91,20.65,2.34,1.2,6.73,600.92,114.79,104.98,2.57
7943,2024-10-04,250,2,3,643,101.34,90.08,42.42,3.73,1.12,14.06,641.17,88.2,66.79,-0.32
7944,2024-10-05,21,2,2,644,114.62,108.3,34.53,4.19,1.67,24.43,226.26,147.44,77.92,-2.13
7945,2024-10-06,258,1,4,645,108.76,99.39,43.01,5.93,3.73,17.09,571.56,144.97,124.19,-3.64
7946,2024-10-07,293,2,2,646,114.8,107.76,44.1,3.39,1.33,11.01,184.55,128.05,71.42,-1.73
7947,2024-10-08,227,1,1,647,114.05,100.5,31.7,4.71,0.67,2.32,809.12,53.28,119.32,4.22
7948,2024-10-09,168,1,2,648,99.69,94.24,42.91,5.29,3.59,8.43,628.2,122.86,125.72,-1.31
7949,2024-10-10,288,2,3,649,105.89,97.33,29.13,3.34,2.04,8.38,637.2,52.99,125.33,2.35
7950,2024-10-11,263,1,2,650,88.31,77.0,26.51,5.72,2.67,17.01,745.16,57.36,124.05,-2.04
7951,2024-10-12,185,2,2,651,98.23,84.1,21.84,3.36,3.6,4.69,293.85,85.25,75.95,-3.78
7952,2024-10-13,59,3,1,652,109.27,95.59,31.3,5.88,3.14,12.59,268.43,81.62,92.15,3.77
7953,2024-10-14,46,1,4,653,100.16,86.21,37.22,2.01,3.29,10.29,381.46,106.38,96.9,-2.91
7954,2024-10-15,171,1,1,654,106.08,100.45,44.42,4.54,2.18,3.94,621.62,74.39,144.76,-4.19
7955,2024-10-16,73,1,3,655,107.37,93.96,33.03,5.16,2.91,22.27,842.23,69.92,82.91,-1.16
7956,2024-10-17,95,3,4,656,92.6,79.8,38.36,3.12,3.87,15.72,991.01,116.66,143.82,3.52
7957,2024-10-18,190,1,1,657,111.27,97.25,42.4,2.47,3.61,17.0,839.46,94.34,137.35,-4.04
7958,2024-10-19,212,2,1,658,98.79,90.68,33.58,2.1,2.64,10.18,543.36,55.3,126.5,-3.39
7959,2024-10-20,203,3,4,659,91.31,77.19,24.17,2.3,0.8,21.02,618.37,94.24,118.74,2.17
7960,2024-10-21,158,2,3,660,110.96,101.94,41.21,4.17,3.93,23.19,354.89,125.87,99.59,-1.52
7961,2024-10-22,285,2,3,661,97.53,86.19,34.35,5.36,1.29,1.11,300.69,56.67,61.85,0.67
7962,2024-10-23,286,2,1,662,107.51,98.27,38.96,2.25,1.76,11.52,227.98,141.58,98.63,-1.28
7963,2024-10-24,158,2,1,663,101.44,92.16,36.46,2.45,0.99,16.95,566.23,97.65,52.4,4.75
7964,2024-10-25,75,3,3,664,96.46,85.99,21.53,2.02,1.08,21.0,258.87,101.2,98.91,3.61
7965,2024-10-26,314,3,1,665,109.3,100.74,24.23,3.13,3.29,19.81,148.35,79.94,113.14,2.72
7966,2024-10-27,116,3,2,666,102.53,89.61,27.16,5.68,0.95,24.52,262.04,114.7,90.24,1.69
7967,2024-10-28,46,2,1,667,96.72,85.38,27.12,3.11,1.16,19.08,447.1,52.15,62.57,0.03
7968,2024-10-29,138,1,4,668,88.29,76.39,40.98,3.76,1.1,3.57,303.64,123.85,119.61,-0.94
7969,2024-10-30,113,3,4,669,111.86,104.55,34.96,2.72,1.8,4.4,298.37,59.92,134.21,-4.94
7970,2024-10-31,68,2,1,670,86.06,71.37,22.08,2.47,2.93,23.83,322.25,94.46,114.15,1.83
7971,2024-11-01,135,1,3,671,110.9,99.29,29.68,2.73,2.75,1.09,896.38,64.71,107.96,0.64
7972,2024-11-02,197,2,4,672,95.8,88.83,33.91,2.84,3.04,9.74,174.47,66.95,92.35,-4.02
7973,2024-11-03,12,3,4,673,104.18,91.68,26.29,2.52,3.04,11.07,389.95,96.45,117.21,1.95
7974,2024-11-04,157,3,4,674,112.67,105.93,21.0,5.17,0.51,6.86,455.36,56.53,81.41,0.29
7975,2024-11-05,246,2,4,675,89.55,83.92,29.51,3.91,2.9,18.39,352.58,64.99,107.97,-1.63
7976,2024-11-06,204,1,4,676,102.01,91.73,31.53,4.16,2.9,20.9,442.68,104.36,83.34,-2.71
7977,2024-11-07,14,1,2,677,107.93,97.4,42.62,3.5,0.72,23.93,666.16,119.61,111.75,1.38
7978,2024-11-08,102,2,3,678,107.73,100.84,42.71,2.84,1.99,24.19,225.75,85.94,96.67,-3.06
7979,2024-11-09,216,3,4,679,100.77,92.29,32.51,2.38,0.78,10.1,424.02,136.59,72.89,0.09
7980,2024-11-10,124,1,3,680,103.74,89.28,31.79,2.3,1.17,23.67,224.36,66.09,77.07,2.36
7981,2024-11-11,106,3,3,681,107.73,99.88,36.01,2.74,2.21,12.39,757.31,106.06,122.74,2.92
7982,2024-11-12,143,3,2,682,110.23,103.68,26.45,5.4,0.54,20.91,876.17,58.93,66.92,-0.78
7983,2024-11-13,15,3,4,683,107.85,92.93,27.14,2.87,0.83,19.8,599.46,66.75,79.03,-0.98
7984,2024-11-14,66,3,1,684,95.62,87.6,20.06,3.42,0.8,6.0,153.38,140.88,122.34,0.3
7985,2024-11-15,225,2,2,685,114.9,103.1,21.96,4.29,0.94,14.48,500.18,149.28,52.76,-1.66
7986,2024-11-16,16,2,1,686,98.04,90.72,24.46,4.05,0.67,24.3,477.64,149.75,50.26,3.66
7987,2024-11-17,216,1,4,687,85.73,75.23,36.01,4.66,2.64,13.4,818.73,130.04,89.45,1.6
7988,2024-11-18,104,2,1,688,95.88,87.02,25.32,2.78,1.13,13.3,150.76,69.96,144.92,-1.34
7989,2024-11-19,139,1,3,689,88.83,74.22,23.1,4.1,3.52,15.86,975.82,78.61,54.73,-3.25
7990,2024-11-20,57,3,2,690,88.64,79.32,35.41,5.07,3.6,23.26,291.98,58.9,139.7,4.77
7991,2024-11-21,11,1,1,691,93.45,82.6,36.29,3.55,2.92,10.0,838.34,55.4,106.37,4.62
7992,2024-11-22,165,1,3,692,86.6,72.15,21.49,5.89,0.73,1.43,812.58,123.26,59.87,-2.67
7993,2024-11-23,82,3,3,693,105.66,90.76,39.32,4.31,3.62,4.92,790.53,104.04,133.04,-2.24
7994,2024-11-24,24,3,3,694,87.22,81.2,35.15,4.7,1.97,24.03,215.62,116.06,54.61,-2.14
7995,2024-11-25,178,2,1,695,91.1,77.76,29.93,3.84,1.13,6.9,174.4,108.01,101.27,-1.56
7996,2024-11-26,196,3,3,696,87.79,78.97,44.58,5.43,3.23,18.72,502.32,51.18,111.85,-1.85
7997,2024-11-27,100,2,2,697,86.9,75.95,20.25,3.81,1.71,9.9,765.02,81.98,117.85,-4.89
7998,2024-11-28,100,2,2,698,93.03,84.28,33.62,5.77,2.27,1.42,712.99,119.12,73.58,2.74
7999,2024-11-29,93,1,3,699,102.16,93.15,23.99,3.23,3.1,8.6,798.24,136.12,76.84,0.72
8000,2024-11-30,15,2,4,700,113.94,107.35,28.23,5.46,0.85,10.61,206.85,65.44,134.86,-4.2
8001,2024-12-01,318,3,2,701,111.27,100.54,23.33,4.56,1.09,6.18,483.86,61.8,85.56,4.72
8002,2024-12-02,11,1,4,702,111.28,100.81,36.71,5.2,3.89,24.25,517.56,145.89,102.74,-1.66
8003,2024-12-03,319,1,3,703,90.28,83.39,30.04,2.15,3.0,24.77,318.57,146.72,94.57,3.58
8004,2024-12-04,256,2,3,704,92.95,82.53,44.66,3.11,1.31,7.27,618.93,125.0,68.05,4.4
8005,2024-12-05,39,2,2,705,87.29,72.56,36.35,5.39,2.51,24.01,136.78,55.92,90.66,-4.84
8006,2024-12-06,163,2,2,706,108.35,96.21,42.93,3.27,1.16,23.04,797.98,113.02,54.34,4.62
8007,2024-12-07,308,1,3,707,87.09,77.28,26.02,4.85,3.53,23.75,294.31,62.84,65.06,-1.28
8008,2024-12-08,252,2,4,708,101.7,87.54,27.97,5.97,2.07,18.54,767.16,134.54,133.26,-4.0
8009,2024-12-09,231,2,4,709,92.44,81.68,29.07,2.71,3.32,12.47,166.13,80.32,142.48,0.67
8010,2024-12-10,102,2,4,710,92.3,85.95,40.96,3.67,3.9,10.58,547.38,97.51,52.12,-4.6
8011,2024-12-11,239,3,3,711,114.72,104.25,25.29,2.66,3.93,1.2,299.4,68.68,82.11,-1.97
8012,2024-12-12,309,3,3,712,107.7,100.89,43.67,2.62,0.98,5.75,451.43,122.51,143.55,3.35
8013,2024-12-13,242,2,1,713,110.11,97.43,21.09,4.53,3.81,18.61,896.53,100.22,121.96,2.93
8014,2024-12-14,97,3,3,714,102.16,87.49,42.25,2.77,1.45,3.28,502.24,120.58,51.24,4.72
8015,2024-12-15,291,1,3,715,111.13,102.52,31.29,3.93,1.76,0.82,345.25,81.97,60.8,-4.71
8016,2024-12-16,76,2,4,716,104.36,95.02,33.15,5.91,0.72,19.89,373.15,87.68,123.71,0.52
8017,2024-12-17,146,3,2,717,113.39,104.17,44.93,3.33,2.76,10.1,671.35,139.65,118.01,-3.96
8018,2024-12-18,45,1,2,718,93.44,85.59,41.75,5.49,2.75,10.19,764.4,75.43,137.57,4.1
8019,2024-12-19,272,3,3,719,102.86,89.92,42.6,3.59,3.22,7.16,136.88,140.3,125.7,-4.63
8020,2024-12-20,262,1,4,720,105.7,94.53,34.64,3.05,3.81,21.08,548.17,57.58,144.51,4.23
8021,2024-12-21,1,2,2,721,96.79,91.15,43.91,3.35,2.0,20.52,478.81,65.89,104.3,-1.98
8022,2024-12-22,243,3,4,722,111.39,98.0,37.2,2.51,1.93,12.89,448.67,116.32,76.31,1.68
8023,2024-12-23,19,2,1,723,114.39,107.52,40.48,4.72,2.74,14.9,467.71,149.42,63.11,-0.57
8024,2024-12-24,30,1,2,724,99.81,85.02,38.02,4.04,2.84,6.52,736.91,143.38,50.46,1.07
8025,2024-12-25,64,1,4,725,96.72,87.95,39.52,4.46,2.06,4.03,998.95,100.84,62.5,-0.82
8026,2024-12-26,101,1,1,726,99.16,87.99,35.95,3.21,3.72,8.64,978.1,102.78,109.93,2.15
8027,2024-12-27,8,3,3,727,110.58,104.8,38.16,4.61,0.68,19.53,735.78,107.34,90.58,-3.24
8028,2024-12-28,166,1,4,728,104.36,95.92,30.9,2.66,3.15,22.37,318.06,129.23,129.23,-1.84
8029,2024-12-29,14,1,1,729,86.34,73.32,37.67,4.61,1.23,10.72,106.2,105.08,82.84,-2.65
8030,2024-12-30,249,3,4,730,101.27,91.49,26.92,2.32,2.23,22.48,799.05,61.78,85.64,-1.91
8031,2023-01-01,206,1,1,1,85.52,71.47,35.87,3.6,3.48,7.71,532.76,133.83,111.69,-3.31
8032,2023-01-02,144,2,1,2,108.36,97.6,33.09,4.44,1.65,9.83,351.86,138.53,143.75,1.13
8033,2023-01-03,182,2,3,3,94.85,80.56,42.46,5.42,3.65,8.29,478.7,141.8,109.1,-0.5
8034,2023-01-04,123,2,2,4,99.16,84.33,36.83,5.25,2.08,6.42,771.49,92.06,73.07,-1.01
8035,2023-01-05,304,2,3,5,108.96,99.42,34.92,4.11,2.96,10.33,142.05,72.13,89.14,3.62
8036,2023-01-06,104,3,3,6,86.39,75.74,27.83,5.53,3.03,8.77,558.56,61.94,142.3,1.0
8037,2023-01-07,97,1,4,7,89.76,76.41,41.57,4.02,1.41,5.78,441.59,102.46,130.27,0.44
8038,2023-01-08,163,3,4,8,96.94,89.72,21.35,4.07,3.65,13.45,286.2,77.74,53.41,1.75
8039,2023-01-09,215,3,1,9,91.9,78.28,42.49,4.88,0.94,16.52,904.99,92.73,75.39,1.22
8040,2023-01-10,112,1,4,10,95.14,84.22,36.32,5.51,2.57,18.59,749.69,59.9,110.4,1.5
8041,2023-01-11,46,1,1,11,114.95,102.69,24.74,4.41,3.75,19.88,778.9,69.92,123.79,1.3
8042,2023-01-12,78,2,1,12,109.76,103.96,42.57,5.78,0.61,12.94,716.38,93.84,62.01,-2.17
8043,2023-01-13,287,2,4,13,111.52,98.86,28.16,2.93,2.36,9.41,377.32,67.86,101.5,2.07
8044,2023-01-14,207,3,1,14,113.11,105.0,24.21,5.7,1.36,6.94,126.16,72.52,106.25,0.1
8045,2023-01-15,52,1,2,15,95.23,82.18,27.98,2.89,1.17,10.83,637.92,51.99,62.13,2.77
8046,2023-01-16,97,1,1,16,93.91,83.82,44.03,4.11,1.32,7.9,397.73,57.31,93.96,-1.66
8047,2023-01-17,290,3,1,17,92.02,84.28,38.82,5.18,3.66,13.95,348.32,61.64,50.31,0.26
8048,2023-01-18,278,2,3,18,109.9,95.38,42.92,5.21,1.99,0.8,710.24,115.66,119.94,2.49
8049,2023-01-19,149,1,1,19,105.39,92.74,27.47,3.11,1.33,12.1,419.25,65.0,57.66,-1.54
8050,2023-01-20,247,1,3,20,92.09,77.23,22.06,5.94,3.75,18.63,977.58,138.06,64.62,2.09
8051,2023-01-21,266,3,1,21,96.31,87.67,34.07,2.32,1.63,7.35,915.25,128.54,129.24,2.58
8052,2023-01-22,171,1,1,22,100.2,88.71,32.08,2.14,3.03,21.85,140.4,131.73,91.38,0.48
8053,2023-01-23,312,2,3,23,100.84,89.73,38.02,5.37,2.38,4.95,193.84,85.21,119.33,-2.9
8054,2023-01-24,152,3,4,24,111.66,99.79,33.57,5.28,2.88,19.86,597.4,55.77,115.46,4.37
8055,2023-01-25,6,2,4,25,96.42,91.03,29.91,4.85,1.14,18.66,124.53,57.65,65.07,-0.29
8056,2023-01-26,282,2,1,26,112.26,104.34,20.12,5.4,2.87,10.16,501.09,118.97,66.91,3.63
8057,2023-01-27,224,2,3,27,98.24,84.15,31.69,2.55,3.67,0.54,464.17,142.31,115.91,4.08
8058,2023-01-28,226,1,4,28,107.39,98.15,23.02,2.38,0.85,2.85,689.04,67.53,73.82,-4.24
8059,2023-01-29,236,1,2,29,112.91,98.3,43.05,5.88,1.64,14.0,496.4,136.43,94.17,-0.74
8060,2023-01-30,302,3,2,30,112.23,105.09,43.04,4.5,3.9,23.24,235.07,115.3,132.13,-0.87
8061,2023-01-31,65,1,4,31,86.71,71.73,40.09,5.68,1.29,11.38,261.14,117.67,77.39,-0.21
8062,2023-02-01,265,2,1,32,91.17,79.2,23.95,5.63,0.71,19.17,443.99,119.76,84.25,-3.08
8063,2023-02-02,202,1,3,33,99.31,86.54,23.69,4.61,0.69,4.35,322.55,56.22,81.33,4.36
8064,2023-02-03,110,2,4,34,97.95,88.98,34.08,4.51,1.46,20.08,857.06,110.38,124.6,-3.5
8065,2023-02-04,92,2,1,35,104.23,90.16,38.19,3.44,2.23,6.95,999.99,98.33,82.12,-3.81
8066,2023-02-05,142,1,3,36,113.34,102.89,42.61,2.6,1.44,3.54,809.89,133.66,88.29,-2.46
8067,2023-02-06,244,2,1,37,88.37,76.56,42.35,4.75,1.48,12.03,397.47,92.81,105.58,-4.2
8068,2023-02-07,308,1,2,38,98.56,92.61,23.88,5.27,3.41,12.87,518.29,100.95,101.11,-0.98
8069,2023-02-08,111,2,2,39,90.77,79.46,44.89,4.18,3.18,14.98,507.37,108.05,77.56,-2.72
8070,2023-02-09,133,2,1,40,111.82,98.03,23.92,2.2,1.59,12.05,927.76,108.67,110.93,-0.22
8071,2023-02-10,101,3,3,41,113.94,107.15,41.0,2.58,1.71,10.84,640.61,90.0,85.44,0.7
8072,2023-02-11,292,3,3,42,99.36,86.98,34.67,2.41,3.89,16.12,743.68,66.62,95.81,0.14
8073,2023-02-12,47,1,2,43,88.12,82.87,36.96,4.63,3.83,18.29,383.11,75.14,87.74,3.86
8074,2023-02-13,171,1,2,44,108.56,94.3,35.1,4.26,3.91,10.54,140.57,91.24,128.46,3.93
8075,2023-02-14,278,1,1,45,105.91,91.09,41.74,3.87,3.79,20.67,298.6,111.97,104.02,0.94
8076,2023-02-15,252,3,2,46,95.64,87.1,35.93,4.17,2.7,9.43,232.62,95.45,148.76,0.28
8077,2023-02-16,140,2,3,47,111.62,105.55,41.22,3.1,1.58,22.46,507.51,129.16,99.35,-1.13
8078,2023-02-17,187,1,3,48,114.27,102.69,23.86,5.22,3.89,5.18,602.03,107.51,139.07,1.91
8079,2023-02-18,49,3,3,49,101.74,96.44,41.67,3.31,3.1,14.81,264.34,84.27,107.37,-2.85
8080,2023-02-19,119,1,4,50,101.97,92.15,44.82,4.58,2.99,23.02,462.67,99.71,139.33,-2.31
8081,2023-02-20,226,2,1,51,93.93,86.21,36.54,3.56,3.29,5.85,567.9,85.93,116.41,0.51
8082,2023-02-21,229,1,4,52,102.54,92.8,44.41,2.29,2.59,24.65,355.46,53.03,62.07,1.04
8083,2023-02-22,311,3,1,53,98.19,93.01,25.5,3.03,2.54,20.26,473.7,78.11,59.4,2.18
8084,2023-02-23,167,1,3,54,94.07,88.55,40.73,5.86,1.76,10.42,113.03,95.09,126.43,4.6
8085,2023-02-24,195,2,3,55,87.02,81.86,24.23,2.76,1.03,12.51,460.2,75.53,118.38,-4.51
8086,2023-02-25,183,2,3,56,92.58,81.39,32.9,2.42,2.03,2.72,670.37,121.96,95.06,1.38
8087,2023-02-26,7,3,3,57,90.94,80.33,36.6,3.16,2.31,11.47,528.82,136.21,92.95,0.08
8088,2023-02-27,15,1,1,58,101.26,93.93,36.51,5.51,3.57,24.76,609.69,79.69,116.08,-1.08
8089,2023-02-28,233,3,1,59,103.05,91.58,36.77,3.22,1.91,24.83,798.22,52.42,105.54,-4.09
8090,2023-03-01,20,1,4,60,103.26,89.42,28.02,3.67,3.59,4.53,998.15,137.55,70.25,1.98
8091,2023-03-02,106,1,3,61,96.65,88.87,44.34,3.24,1.61,0.86,476.58,107.74,137.53,2.35
8092,2023-03-03,215,3,1,62,97.64,84.32,20.16,5.96,3.81,3.98,254.3,50.58,120.32,-3.37
